rating,text,title,date,city
5,One of the best Best in the segment,Terrific,Jun 2024,Agra
4,Good phone at the end it is iphone lol,Good quality product,Jun 2024,Lucknow
5,Thanks flipkart,Terrific,Sep 2024,Baramati
5,I really feel good. Fantastic device. Value for money. If you compromise with AI go ahead with this. Processor The iPhone 15 has an A16 Bionic chip with a 6-core CPU and a 5-core GPU,Brilliant,Sep 2024,Kolkata
4,I like it.,Wonderful,Sep 2024,Bijnor District
5,"Upgrading from iPhone 14. Feels almost same, other than the Dynamic Island which does not make too much of a difference. However, very reliable, high performing device. Upgrade if you are coming from an iPhone 12 or older.",Wonderful,Jun 2024,Silchar
5,Karmiram,Best in the market!,Sep 2024,Mysuru
5,Except battery... everything is top notch ..just go for it,Really Nice,Oct 2024,Allahabad
5,Money,Mind-blowing purchase,Oct 2024,Jodhpur
5,Good pro Rajesh kumar,Simply awesome,Sep 2024,Bengaluru
5,Very nice,Wonderful,Oct 2024,Bengaluru
5,This is my first iphone his very nice,Excellent,Oct 2024,Waghoda
5,Awesome,Classy product,Sep 2024,New Delhi
4,Loved it guys,Delightful,Jun 2024,Surajpur District
5,Smooth and nice device,Terrific purchase,Jun 2024,New Delhi
5,amazing phone,Just wow!,Oct 2024,Bengaluru
5,An amazing experience.absolute value for money.,Classy product,Sep 2024,Pathanamthitta District
5,"Great phone with great camera. As a photographer, I must say that 42MP photos are very sharp and detailed. Huge upgrade from 12MP camera. and Black color with matte finish looks amazing and also feels amazing in the hand.",Worth every penny,Jun 2024,New Delhi
5,I love this product,Terrific purchase,Sep 2024,New Delhi
5,First iPhone,Excellent,Sep 2024,Bengaluru
5,Absolutely amazing phone Shashank pratap,Excellent,Feb 2024,Gorakhpur
5,"iPhone 15 Review Rating 4.55 The iPhone 15 impresses with its powerful A17 Bionic chip, stunning Super Retina XDR display, and advanced quad-camera setup. Long-lasting battery life and enhanced security features make it a top contender. While the design remains largely unchanged and the iPhone 15 delivers exceptional performance and photography capabilities. Pros Fast performance, excellent cameras, long battery life, enhanced security Cons No major design overhaul, not 120hz refresh ...",Highly recommended,Sep 2024,Samastipur
5,Adorable,Classy product,Sep 2024,Dhule
5,"Awesome camera, battery good, price very bad. Rest iphone always best in iOS . vijay kumar",Fabulous!,Sep 2024,New Delhi
4,"Pretty good capture through back cam, okay okay selfie camera. Maybe I need to set it up. Also its heating.",Wonderful,Oct 2024,Mumbai
5,I like this variant more then any other variant,Wonderful,Oct 2024,Bengaluru
5,"My first iphone, With good battery health Nice product",Best in the market!,Oct 2024,Faridabad
5,"I love it, the color everything go for it",Great product,Oct 2024,New Delhi
1,"Small phone, highly overpriced.",Waste of money!,Oct 2024,Kolkata
4,Overall good I am happy,Worth the money,Sep 2024,Nabadwip
5,Except the battery the phone is good,Just wow!,May 2024,Hyderabad
5,Great product again from apple.Worthy upgrade from iPhone 14. Dynamic Island is great. Battery easily last for a day.. Happy with the product.,Great product,Feb 2024,Chennai
1,Overheating issue. Generate lots of heat while doing normal operations.,Terrible product,May 2024,Jaipur
5,Ayush,Excellent,Sep 2024,Agartala
5,Awesome product,Mind-blowing purchase,May 2024,Bengaluru
5,Best phone ever !,Mind-blowing purchase,Sep 2024,Godhra
5,Iphone 15 Best Phone,Mind-blowing purchase,Sep 2024,New Delhi
5,Love it,Just wow!,,Hyderabad
5,Good product,Super!,May 2024,New Delhi
5,Gud phone great performance nikhil kumar,Awesome,Sep 2024,Pune
4,Video quality is good but camera performance needs improvement,Really Nice,May 2024,Ghumarwin
5,Excellent,Super!,Sep 2024,Mohali
5,Just wow rahul,Excellent,May 2024,Umarkhed
5,Excellent Phone I love it,Awesome,Sep 2024,Hyderabad
5,Best mobile phone in 50k range,Best in the market!,Sep 2024,Begusarai
4,Iphones are always best Dual sim feature should also come,Very Good,Sep 2024,Bengaluru
5,This phone so good SAMIT DAS,Worth every penny,Oct 2024,Gurugram
5,Good phone Nandakumar P,Classy product,Sep 2024,Bengaluru
5,Good,Simply awesome,May 2024,Araria District
4,Best user experience and quality ASHIK PS,Nice product,Oct 2024,Ernakulam
5,veera arun,Great product,Sep 2024,Coimbatore
5,Loved this phone. Good life from Apple as always,Classy product,,Hyderabad
5,Great,Just wow!,Sep 2024,Pune
5,Battery backup very good Display average Performance top notch Charging speed fast compare to 20W charging Loud speaker sound superb and best,Simply awesome,Sep 2024,Basirhat
5,"I loved it, design is very pretty.",Fabulous!,Sep 2024,Rayagada
5,Santunu,Must buy!,Sep 2024,Hoskote
3,Jatin,Phone is getting heated from day 1 this not expected,Oct 2024,Bilaspur
5,very good,Worth every penny,Sep 2024,Guwahati
5,Dr,Brilliant,Sep 2024,Bengaluru
1,"The phone is absolutely useless, its always hot.",Horrible,May 2024,Jamshedpur
5,Excellent,Must buy!,Oct 2024,Lonavala
5,Very good product,Fabulous!,Sep 2024,Bhavnagar
5,Awesome! Go for it thank you,Terrific purchase,Oct 2024,Shimla
5,Nikhil,Excellent,May 2024,Bilaspur
5,Best phone ever,Simply awesome,Sep 2024,Yavatmal
5,Excellent bhuvaneshwar goud,Wonderful,May 2024,Yadadri District
5,If you aree happy...... if you are feeling good......then nothing else matters,Mind-blowing purchase,Sep 2024,Pimpri Chinchwad
5,Best phone I love apple pawan,Terrific purchase,Dec 2024,Jaunpur
5,Thanks to big billion sale MEETALI VERMA,Must buy!,Sep 2024,Hyderabad
5,Except for battery backup and slight performance delay its a super Flagship TSTVRama,Excellent,Feb 2024,Anaparthy
1,Heating issue while chargin,Terrible product,Sep 2024,Bangalore Division
5,Terrific purchase,Wonderful,Sep 2024,Shirdi
5,,Highly recommended,May 2024,Bengaluru
5,"Best mobile phone in the world, seemless operations.No mobile phone in the world can catch the butter smooth operation like wise iphone. Proud to spend lots of hard earned money on the product which really deserve the buying...Thanks Flipkart for delivering it safely... savita mishra",Highly recommended,Nov 2024,Bhopal
5,This is my first iPhone and OMG its the latest one 15 I am really excited for my iPhone 15,Wonderful,Sep 2024,Kolkata
5,Lovely performance Battery backup is good Camera quality is osm.,Simply awesome,Sep 2024,Rampur
5,Very good I phone 15,Excellent,Sep 2024,Paschim Medinipur District
5,VICKY KUMAR,Great product,Sep 2024,Samastipur
4,Camera quality is much better 14,Really Nice,Sep 2024,Noida
5,This the best phone I have used till date. Camera quality is amazing,Super!,May 2024,Dharapur
5,I love it,Super!,Sep 2024,Bilariaganj
5,Nice camera and great performance.,Terrific purchase,Sep 2024,Bhubaneswar
5,Its a great product with good battery life,Worth every penny,Sep 2024,Kanpur
5,Trinayan,Perfect product!,Sep 2024,Sibsagar
5,"Amazing phone overall, camera is good even in low light, telephoto camera is quite unique to get more closer photos without loosing quality, display as always amazing, but bas model 60 hz gotta comprise with that and last not least around 7 8 hrs with medium usage battery life.",Great product,Sep 2024,Greater Noida
5,I am the fond lover of iphone. I like this product too much. Moreover the review is awesome and I will suggest to go through i- phone 15 to all the iphone lovers.,Terrific,Sep 2024,Gaya
5,Nice,Fabulous!,Sep 2024,Nanded Waghala
5,This is good product ASWANI GOSWAMI,Awesome,Sep 2024,Matheran
5,Iphone Never disappoints,Mind-blowing purchase,Sep 2024,Nagpur
5,"Switched from iPhone XR to iPhone 15 got great offer on exchange, performance is good feels really fast, 5G network works well. Open box deliver was good, giving you peace of mind.",Wonderful,May 2024,Hyderabad
5,Better I love this phoo Performance best Camera best Backup best Size best to carry Selfie chumeswari,Must buy!,May 2024,Ghaziabad
4,"the iPhone 15 offers a premium experience, making it a worthwhile investment for both casual users and power users alike. Box contains usb-c cable and mobile.",Pretty good,Sep 2024,Bhilai
5,camera good M kumawat ...,Terrific,Sep 2024,Jaipur
5,"Very nice, happy with the product Amol M",Great product,Oct 2024,Kalyan
4,Overall good product Ravindra RP,Nice product,Sep 2024,Chennai
5,Amazing PRAVEEN KUMAR P,Classy product,Sep 2024,Bengaluru
5,Excellent Shyam sunder,Terrific purchase,Sep 2024,Gurugram
5,Annu,Worth every penny,Sep 2024,Udham Singh Nagar
5,Best prosser and camera in this range display only 60hz,Must buy!,Sep 2024,New Delhi
5,"I recently upgraded to the iPhone 15, and I am thoroughly impressed with its performance and features. Here are some highlights from my experience Design and Display The iPhone 15 continues Apples tradition of sleek and premium design. The new ceramic shield front cover provides extra durability, and the edge-to-edge OLED display is simply stunning. The colors are vibrant, and the brightness levels are perfect for outdoor use. Performance Powered by the A16 Bionic chip, the iPhone 15...",Terrific purchase,May 2024,Gwalior
5,Just upgraded from iphone 13 and the camera and performance were way better. Rahul P,Great product,Sep 2024,Vijayawada
5,One can go for it,Terrific,Sep 2024,Bengaluru
5,"Originally product like store,no difference, I had check in apple website all thing is like store or shop. And 5000 save money,thank you",Super!,Sep 2024,Rampurhat
5,Apple phones are known for quality and reliability. I exchanged my 1 phone 13 and migrated to 15 its superb. Flipkart delivery was slightly dis comfort since delayed 4 days,Brilliant,Feb 2024,Puducherry
5,Value of mo AVINASH KUMAR,Great product,Sep 2024,Gaya District
5,Nice Fast delivery Thanks Flipkart MD ASIF SAYYED,Simply awesome,Sep 2024,Solapur
5,amazing Ayush singh,Excellent,Sep 2024,New Delhi
3,Manjuanth,Getting some over noise while using speaker,Nov 2024,Bengaluru
5,priyanshu kumar,Excellent,Sep 2024,Motihari
5,Packing is very good afroz khan,Simply awesome,Sep 2024,Bengaluru
5,iPhone 15 is best.,Fabulous!,Sep 2024,Mumbai
5,It is just wow surojit sahu,Must buy!,Sep 2024,Indore
5,Camera awesome like DSLR I am happy veerpal kaur,Wonderful,May 2024,Firozpur
5,It is good but price should be less ABHIJIT JAWKAR,Super!,Sep 2024,Jamkhed
5,Awesome experience with iPhone 15.,Great product,Nov 2024,Baidyabati
4,Good product,Really Nice,Sep 2024,Rupnagar
5,This phone is fantastic and when we use my mind say this is best phone no competition of this phone and thanks apple for this fantastic phone ATHARV SINGH,Excellent,May 2024,Jammu
3,"Good, Design but not so big bcz only 15 and batrry not ao good , overall dont buy total waste of money Shiv K",Does the job,Sep 2024,Faridabad
5,Packing was good and it was open package delivery so at time of delivery i check phone serial number on website as well as activated or not..it was not as new iphone Rest all good go for it no issue,Brilliant,Sep 2024,Thane
4,Go for it,Good quality product,Sep 2024,Ghaziabad
4,Good phone Kevin ramani,Value-for-money,Sep 2024,Junagadh
3,Ayush,Does the job,Sep 2024,New Delhi
5,Naveen,Mind-blowing purchase,Sep 2024,Bhiwani District
5,I phone is better than other phon,Awesome,Sep 2024,New Delhi
5,A nice decent phone,Terrific purchase,Sep 2024,Mohali
5,Impressive device,Awesome,Sep 2024,Manesar
5,Affordable,Excellent,Sep 2024,Mathura
5,Super thanks for Flipkart BELLAM ANIL,Just wow!,Oct 2024,Mangalore
5,Apple always awesome,Brilliant,Oct 2024,Orai
5,Thankz for the original product,Must buy!,Sep 2024,Erode
5,Very good,Perfect product!,Oct 2024,Tanuku
5,Loved it,Terrific purchase,Sep 2024,Patna
5,Good camera high quality..,Classy product,Sep 2024,Pimpri Chinchwad
5,Everything is fine but sometimes it unnecessarily heats up.,Excellent,May 2024,Udalguri District
5,Nice one,Fabulous!,Sep 2024,Gadag Betigeri
5,Best ph,Great product,Sep 2024,Deoria
5,I love apple with no words to describe Chandrakala A,Fabulous!,Sep 2024,Palladam
5,Awesome phone and camera quality is very good,Best in the market!,Sep 2024,Afzalgarh
4,Very nice,Nice product,Sep 2024,Alwar
5,Good,Terrific purchase,Sep 2024,Faridabad
5,Thanks,Terrific,Sep 2024,Nagpur
5,Best phone,Worth every penny,Sep 2024,Chittaranjan
5,Nice phone,Brilliant,Sep 2024,Meerut
5,Osm mobile,Highly recommended,Sep 2024,Moradabad District
5,"Osm camera, color nd design....loved it",Very Good,Sep 2024,Barabanki
5,Sandip,Best in the market!,Sep 2024,Bhubaneswar
5,Excellent,Highly recommended,May 2024,Tanur
5,Perfect phone amazing camera. My first iphone. File exchange works smooth with laptops through in box cable. Many things to learn in ios but yeah its super premium and gives the feel of owning a different piece. Do check out video on how to setup for first use of iphone and make necesarry changes. Camera is really A1 and gives result as a entry level DSLR. I have tried good night photography as well. Sound and picture quality is awesome. Coudnt really believe my ears when i first played a vid...,Fabulous!,May 2024,Gandhinagar
5,Original product,Fabulous!,Aug 2024,Rohtak
5,"Moving from Android which i was using since my first smartphone i am writing this review i feel fresh and great with iOS the overall app management and UI is great, performance with A16 bionic is too notch in price segment, camera are awesome is just like take out and shoot if used properly totally best in segment, battery is something that could have been a bit better although good battery backup last a day on High to moderate usage if constantly watching content and using internet then need...",Simply awesome,Aug 2024,Gurugram
5,Product is good,Perfect product!,Aug 2024,Purnia
4,Apple as usual. Eco system is great. Rest all are average for the price but I paid for the ecosystem,Good quality product,May 2024,Bengaluru
4,I really like the camara and display and performance but the battery lyf needs better for me,Wonderful,Oct 2024,Lucknow
5,Worth for money everyone can buy it,Excellent,Aug 2024,Bardhaman
5,Yasarapu,Awesome,Aug 2024,Hyderabad
5,Nice product,Awesome,Oct 2024,Noida
5,Awesome Rishabh .,Great product,Aug 2024,Sasaram
4,Nice phone. Could be better,Good choice,Aug 2024,Prayagraj
5,If you are a iPhone lover and have budget of 70k ...just go for it,Terrific,Feb 2024,Lucknow
5,Good performance camera super NEDHUNURI AJAY,Perfect product!,Aug 2024,Hyderabad
4,Products is awesome Delivery service poor,Nice product,Aug 2024,Jaipur
5,"Nice Product, My 1st Apple Device Delivered on 15th SSS KKK",Classy product,Aug 2024,Gadarwara
5,Nice product.,Awesome,Aug 2024,Sivasagar District
5,Superbb,Worth every penny,Aug 2024,Noida
4,Camera performance in very nice,Really Nice,Aug 2024,Patna
1,Received today and the phone is heating very mu h dont buy online,Dont waste your money,Sep 2024,New Delhi
5,First time use in iphone 15 lovely awesome thanks Flipkart MADAN SINGH PANWAR,Awesome,Aug 2024,Dewas
5,Very happy Dhiva Kar M,Awesome,Aug 2024,Bengaluru
5,Super,Classy product,Sep 2024,Chennai
5,Best in the market,Fabulous!,Sep 2024,Ranchi
5,Loved it!,Worth every penny,Sep 2024,Bidhan Nagar
5,vary gud,Perfect product!,Sep 2024,Bhopal
4,Great phone Sanjeev gurjar,Good quality product,Sep 2024,Gwalior
5,Fabulous design and performance with good camera.,Just wow!,Sep 2024,Lucknow
5,I have used iPhone for 20 days already and it was a great experience with Flipkart including purchase of iPhone with replacement of old phone was pretty smooth. The phone is awesome and since its iPhone it doesnt require any review.,Terrific purchase,Aug 2024,Kolkata
5,Nice product,Just wow!,Oct 2024,Bhatpara
5,"The product delivered safe and secure , the delivery boy treated very well am fully satisfaction with product. Am received a genuine product from the flipkart Happy customer manoj gowda",Brilliant,Aug 2024,Bangalore
5,BharatBhushanTaneja,Brilliant,Aug 2024,Gurgaon
5,"Tremendous Features...., Virendra singh",Mind-blowing purchase,Aug 2024,Jodhpur District
5,Yellow colour looks sexy and shiny Ankur gamit,Super!,Oct 2024,Lunawada
5,One of the Best Phone with excellent Camera quality.,Classy product,Aug 2024,Siwan
5,Great product,Worth every penny,Oct 2024,Ghaziabad
5,I love,Classy product,Aug 2024,Bodhan
2,Product is good but mobile exchange offer is really bad. They need almost a new phone to categorise it average... So the real price that one would get for the exchange is much less than what you expect..,Expected a better product,Oct 2024,Thane
